,img_path,filename,og_id,mouse_id,mouse_score
79,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020346.jpg,TL00494-118,AZ_132,3.0
80,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020322.jpg,TL00494-118,AZ_132,3.0
81,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020610.jpg,TL00494-118,AZ_132,3.0
82,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020647.jpg,TL00494-118,AZ_132,3.0
83,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020247.jpg,TL00494-118,AZ_132,3.0
84,AZ/Oncology/Oncology_08.03.22/TL00494-118_BCS3,grey_FLIR_20220225_020648.jpg,TL00494-118,AZ_132,3.0
85,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_023233.jpg,TL00327-1,AZ_133,3.0
86,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_023234.jpg,TL00327-1,AZ_133,3.0
87,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_023044.jpg,TL00327-1,AZ_133,3.0
88,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022821.jpg,TL00327-1,AZ_133,3.0
89,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022105.jpg,TL00327-1,AZ_133,3.0
90,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022038.jpg,TL00327-1,AZ_133,3.0
91,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_023217.jpg,TL00327-1,AZ_133,3.0
92,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_021909.jpg,TL00327-1,AZ_133,3.0
93,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022756.jpg,TL00327-1,AZ_133,3.0
94,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_023219.jpg,TL00327-1,AZ_133,3.0
95,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022915.jpg,TL00327-1,AZ_133,3.0
96,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022853.jpg,TL00327-1,AZ_133,3.0
97,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_021854.jpg,TL00327-1,AZ_133,3.0
98,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022925.jpg,TL00327-1,AZ_133,3.0
99,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_023157.jpg,TL00327-1,AZ_133,3.0
100,AZ/Oncology/Oncology_08.03.22/TL00327-1_BCS3,grey_FLIR_20220120_022100.jpg,TL00327-1,AZ_133,3.0
101,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_024212.jpg,TL00327-2,AZ_134,3.0
102,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_024152.jpg,TL00327-2,AZ_134,3.0
103,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_023825.jpg,TL00327-2,AZ_134,3.0
104,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_024016.jpg,TL00327-2,AZ_134,3.0
105,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_024223.jpg,TL00327-2,AZ_134,3.0
106,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_024039.jpg,TL00327-2,AZ_134,3.0
107,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_023819.jpg,TL00327-2,AZ_134,3.0
108,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_023803.jpg,TL00327-2,AZ_134,3.0
109,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_023926.jpg,TL00327-2,AZ_134,3.0
110,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_023906.jpg,TL00327-2,AZ_134,3.0
111,AZ/Oncology/Oncology_08.03.22/TL00327-2_BCS3,grey_FLIR_20220120_024028.jpg,TL00327-2,AZ_134,3.0
112,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020109.jpg,TL00494-39,AZ_135,3.0
113,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015928.jpg,TL00494-39,AZ_135,3.0
114,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020047.jpg,TL00494-39,AZ_135,3.0
115,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015807.jpg,TL00494-39,AZ_135,3.0
116,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015828.jpg,TL00494-39,AZ_135,3.0
117,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020006.jpg,TL00494-39,AZ_135,3.0
118,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015840.jpg,TL00494-39,AZ_135,3.0
119,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020016.jpg,TL00494-39,AZ_135,3.0
120,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020104.jpg,TL00494-39,AZ_135,3.0
121,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015818.jpg,TL00494-39,AZ_135,3.0
122,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015950.jpg,TL00494-39,AZ_135,3.0
123,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015856.jpg,TL00494-39,AZ_135,3.0
124,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020037.jpg,TL00494-39,AZ_135,3.0
125,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015937.jpg,TL00494-39,AZ_135,3.0
126,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015847.jpg,TL00494-39,AZ_135,3.0
127,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015811.jpg,TL00494-39,AZ_135,3.0
128,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_020114.jpg,TL00494-39,AZ_135,3.0
129,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015916.jpg,TL00494-39,AZ_135,3.0
130,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015823.jpg,TL00494-39,AZ_135,3.0
131,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015816.jpg,TL00494-39,AZ_135,3.0
132,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015853.jpg,TL00494-39,AZ_135,3.0
133,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015820.jpg,TL00494-39,AZ_135,3.0
134,AZ/Oncology/Oncology_08.03.22/TL00494-39_BCS3,grey_FLIR_20220225_015803.jpg,TL00494-39,AZ_135,3.0
135,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-16-47+0200.jpg,TL09515,AZ_5,4.0
136,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-17-14+0200.jpg,TL09515,AZ_5,4.0
137,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-17-20+0200.jpg,TL09515,AZ_5,4.0
138,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-16-43+0200.jpg,TL09515,AZ_5,4.0
139,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-16-36+0200.jpg,TL09515,AZ_5,4.0
140,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-17-03+0200.jpg,TL09515,AZ_5,4.0
141,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-16-51+0200.jpg,TL09515,AZ_5,4.0
142,AZ/DIOImages/DIO_22.04.22/TL09515_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-17-17+0200.jpg,TL09515,AZ_5,4.0
143,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-36-57+0200.jpg,TL09526,AZ_6,4.0
144,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-37-25+0200.jpg,TL09526,AZ_6,4.0
145,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-37-15+0200.jpg,TL09526,AZ_6,4.0
146,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-37-32+0200.jpg,TL09526,AZ_6,4.0
147,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-37-19+0200.jpg,TL09526,AZ_6,4.0
148,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-37-10+0200.jpg,TL09526,AZ_6,4.0
149,AZ/DIOImages/DIO_22.04.22/TL09526_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-37-28+0200.jpg,TL09526,AZ_6,4.0
150,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-26-53+0200.jpg,TL09500,AZ_7,4.0
151,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-27-06+0200.jpg,TL09500,AZ_7,4.0
152,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-26-17+0200.jpg,TL09500,AZ_7,4.0
153,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-26-10+0200.jpg,TL09500,AZ_7,4.0
154,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-26-31+0200.jpg,TL09500,AZ_7,4.0
155,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-27-51+0200.jpg,TL09500,AZ_7,4.0
156,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-27-37+0200.jpg,TL09500,AZ_7,4.0
157,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-28-16+0200.jpg,TL09500,AZ_7,4.0
158,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-27-42+0200.jpg,TL09500,AZ_7,4.0
159,AZ/DIOImages/DIO_22.04.22/TL09500_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-27-47+0200.jpg,TL09500,AZ_7,4.0
160,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-39-48+0200.jpg,TL09527,AZ_8,4.0
161,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-39-37+0200.jpg,TL09527,AZ_8,4.0
162,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-39-10+0200.jpg,TL09527,AZ_8,4.0
163,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-39-54+0200.jpg,TL09527,AZ_8,4.0
164,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-40-01+0200.jpg,TL09527,AZ_8,4.0
165,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-39-43+0200.jpg,TL09527,AZ_8,4.0
166,AZ/DIOImages/DIO_22.04.22/TL09527_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-39-05+0200.jpg,TL09527,AZ_8,4.0
167,AZ/DIOImages/DIO_22.04.22/TL09520_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-25-11+0200.jpg,TL09520,AZ_9,4.0
168,AZ/DIOImages/DIO_22.04.22/TL09520_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-25-04+0200.jpg,TL09520,AZ_9,4.0
169,AZ/DIOImages/DIO_22.04.22/TL09520_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-25-39+0200.jpg,TL09520,AZ_9,4.0
170,AZ/DIOImages/DIO_22.04.22/TL09520_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-25-43+0200.jpg,TL09520,AZ_9,4.0
171,AZ/DIOImages/DIO_22.04.22/TL09520_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-25-49+0200.jpg,TL09520,AZ_9,4.0
172,AZ/DIOImages/DIO_22.04.22/TL09520_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-25-32+0200.jpg,TL09520,AZ_9,4.0
173,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-48-09+0200.jpg,TL09509,AZ_10,4.0
174,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-47-49+0200.jpg,TL09509,AZ_10,4.0
175,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-47-54+0200.jpg,TL09509,AZ_10,4.0
176,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-48-20+0200.jpg,TL09509,AZ_10,4.0
177,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-48-14+0200.jpg,TL09509,AZ_10,4.0
178,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-48-55+0200.jpg,TL09509,AZ_10,4.0
179,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-49-35+0200.jpg,TL09509,AZ_10,4.0
180,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-48-05+0200.jpg,TL09509,AZ_10,4.0
181,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-48-49+0200.jpg,TL09509,AZ_10,4.0
182,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-49-16+0200.jpg,TL09509,AZ_10,4.0
183,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-47-42+0200.jpg,TL09509,AZ_10,4.0
184,AZ/DIOImages/DIO_22.04.22/TL09509_22-04-01_BCS4,grey_ThermalCamera2022-04-01_13-47-59+0200.jpg,TL09509,AZ_10,4.0
185,AZ/DIOImages/DIO_22.04.22/TL09523_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-33-09+0200.jpg,TL09523,AZ_11,4.0
186,AZ/DIOImages/DIO_22.04.22/TL09523_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-33-29+0200.jpg,TL09523,AZ_11,4.0
187,AZ/DIOImages/DIO_22.04.22/TL09523_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-32-41+0200.jpg,TL09523,AZ_11,4.0
188,AZ/DIOImages/DIO_22.04.22/TL09523_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-33-37+0200.jpg,TL09523,AZ_11,4.0
189,AZ/DIOImages/DIO_22.04.22/TL09523_22-04-06_BCS4,grey_ThermalCamera2022-04-06_08-33-34+0200.jpg,TL09523,AZ_11,4.0
